,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate,Gender_F,Gender_M,Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4
6497,23.0,4,4.0,4,64,0,3,1.0,3.0,3,-1.8176,-0.4537,1.895976122042892,2,5,4,0.2234,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6498,33.0,3,8.0,1,43,0,2,7.0,4.0,3,0.0026529002824244937,-0.4537,2.0,2,7,4,0.1639,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6499,19.0,1,0.0,0,37,2,2,5.0,1.0,3,0.0026529002824244937,-1.615,2.0,4,5,4,0.4168,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6500,35.0,1,12.0,4,55,0,3,4.0,4.0,3,-1.8176,1.8688,2.0,4,8,2,0.1704,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6501,45.0,5,21.0,4,67,2,3,4.0,1.0,3,0.7516,-0.4537,1.895976122042892,4,8,2,0.0433,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6502,48.0,3,26.0,3,20,0,2,8.0,1.0,3,-0.1048,-0.4537,1.0,3,7,3,0.6644,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6503,59.0,4,32.0,1,35,1,3,6.0,1.0,3,-0.1048,0.7075,2.0,3,9,3,0.244,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6504,26.0,4,3.0,3,20,2,3,5.0,1.0,3,0.0026529002824244937,-0.4537,1.0,2,6,1,0.16,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6505,52.0,4,27.0,4,47,2,2,8.0,1.0,4,-0.9612,-0.4537,2.0,3,8,3,0.2122,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6506,26.0,3,2.0,2,66,2,1,3.0,4.0,3,-0.1048,0.7075,3.0,2,5,3,0.0042,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6507,24.0,3,5.0,4,60,2,2,7.0,2.0,3,-0.1048,0.7075,1.895976122042892,3,6,3,0.2986,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6508,33.0,4,5.0,2,51,2,5,3.0,4.0,4,-1.8176,-1.615,2.0,4,5,4,0.0011,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6509,26.0,1,3.0,2,28,1,3,4.0,3.0,1,-0.9612,-0.4537,2.0,2,8,2,0.297,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6510,37.0,1,12.0,4,33,1,1,10.0,4.0,4,0.7516,0.7075,2.0,2,5,3,0.1337,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6511,58.0,2,23.0,4,23,1,3,4.0,3.0,4,0.0026529002824244937,-1.615,2.0,3,8,3,0.08199999999999999,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6512,64.0,3,26.0,1,67,2,4,5.0,1.0,3,0.0026529002824244937,0.7075,2.0,3,5,3,0.0057,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6513,32.0,3,5.0,2,58,1,3,8.0,2.0,3,0.7516,-0.4537,2.0,3,5,3,0.1229,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6514,59.0,3,30.0,3,70,1,3,8.0,3.0,3,0.7516,0.7075,1.895976122042892,3,9,3,0.1297,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6515,45.0,3,23.0,3,34,1,2,6.0,2.0,3,-0.1048,-0.4537,2.0,3,6,4,0.06,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6516,40.0,2,13.0,1,64,1,1,7.0,3.0,3,-0.1048,-1.615,1.0,3,8,4,0.0805,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6517,22.0,1,3.0,3,29,1,4,9.0,2.0,3,-0.1048,-0.4537,1.0,4,8,4,0.2936,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6518,29.0,5,5.0,3,69,1,2,4.0,2.0,3,-0.1048,0.7075,1.0,2,9,5,0.1764,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6519,57.0,3,29.0,4,54,1,2,2.0,3.0,3,1.6081,0.7075,3.0,3,6,3,0.1482,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6520,45.205128205128204,5,17.0,4,66,0,3,9.0,1.0,3,0.7516,0.7075,2.0,3,7,3,0.0094,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6521,62.0,4,25.0,1,24,1,3,6.0,4.0,5,0.0026529002824244937,-0.4537,2.0,3,7,4,0.0059,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6522,21.0,4,2.0,2,59,0,4,2.0,1.0,3,-1.8176,0.7075,2.0,4,7,3,0.1321,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6523,22.0,3,3.0,3,41,1,3,4.0,2.0,4,0.7516,0.7075,1.895976122042892,4,8,4,0.2826,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6524,35.0,2,8.0,2,23,1,1,3.0,4.0,3,0.7516,-0.4537,2.0,3,8,1,0.0015,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6525,32.0,5,3.0,3,49,1,2,6.0,4.0,1,0.7516,0.7075,3.0,2,8,4,0.7514,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6526,44.0,4,14.0,2,48,1,3,6.0,3.0,4,0.7516,-0.4537,3.0,1,6,2,0.4634,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6527,60.0,1,25.0,1,74,0,5,5.0,3.0,3,-1.8176,1.8688,2.0,2,8,3,0.042,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6528,44.0,5,17.0,3,43,0,4,4.0,2.0,1,-0.9612,-1.615,1.895976122042892,3,6,2,0.187,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6529,33.0,3,10.0,3,29,2,4,3.0,1.0,4,-1.8176,0.7075,2.0,3,8,3,0.0301,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6530,51.0,3,25.0,3,57,1,3,4.0,1.0,5,1.6081,-0.4537,1.0,2,5,3,0.1727,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6531,56.0,3,18.0,1,63,2,3,8.0,2.0,2,-1.8176,0.7075,2.0,3,8,4,0.2385,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6532,32.0,2,4.0,1,25,0,4,5.0,3.0,3,0.7516,-0.4537,1.0,1,8,3,0.0366,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6533,55.0,4,21.0,2,67,0,2,5.0,2.0,3,-0.9612,0.7075,2.0,2,8,3,0.0234,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6534,39.0,3,11.0,2,57,1,3,4.0,1.0,4,-0.1048,-0.4537,1.0,1,7,3,0.1638,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6535,54.0,3,15.0,1,67,1,4,5.0,2.0,4,0.7516,-0.4537,2.0,2,8,5,0.0333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6536,26.0,5,2.0,2,73,0,5,4.0,3.0,3,-1.8176,0.7075,2.0,3,6,3,0.0011,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6537,51.0,2,24.0,4,52,1,1,3.0,3.0,1,0.7516,0.7075,2.0,3,6,1,0.2966,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6538,58.0,3,31.0,2,29,2,2,4.0,2.0,4,-0.9612,-0.4537,2.0,3,9,5,0.18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6539,34.0,4,7.0,3,50,0,3,9.0,3.0,3,0.7516,-0.4537,2.0,3,7,3,0.2491,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6540,49.0,4,15.0,2,71,1,5,4.0,4.0,3,-0.1048,1.8688,2.0,5,8,3,0.2611,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6541,26.0,3,2.0,1,68,2,3,8.0,3.0,3,-0.1048,-0.4537,3.0,3,8,3,0.0012,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6542,35.0,5,8.0,2,55,1,4,8.0,1.0,3,0.7516,0.7075,1.0,3,5,1,0.0342,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6543,19.0,3,0.0,0,25,0,1,9.0,2.0,3,0.7516,-0.4537,2.0,1,8,5,0.0982,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6544,65.0,4,29.0,2,57,0,3,4.0,4.0,3,0.7516,0.7075,2.0,2,7,4,0.1363,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6545,29.0,2,5.0,3,40,0,3,5.0,1.0,3,-1.8176,-0.4537,2.0,3,8,3,0.0213,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6546,37.0,3,10.0,1,21,1,4,3.0,1.0,3,0.7516,-0.4537,2.0,4,8,5,0.0033,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6547,35.0,4,6.0,2,68,1,2,8.0,4.0,3,1.6081,-0.4537,2.0,3,9,3,0.0472,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6548,36.0,5,13.0,1,34,2,3,8.0,3.0,4,-1.8176,-1.615,2.0,3,8,3,0.1607,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6549,37.0,2,11.0,4,24,1,2,3.0,2.0,4,-0.1048,-0.4537,1.0,3,5,3,0.1659,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6550,65.0,3,40.0,1,68,1,4,2.0,3.0,3,-1.8176,0.7075,2.0,2,8,3,0.0999,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6551,56.0,3,32.0,3,21,0,2,6.0,1.0,3,-0.1048,1.8688,2.0,3,6,2,0.157,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6552,35.0,3,11.0,1,27,0,4,8.0,5.0,4,-0.9612,-0.4537,2.0,3,5,3,0.0248,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6553,22.0,2,3.0,1,39,1,2,6.0,1.0,3,0.0026529002824244937,-0.4537,1.0,2,6,3,0.1829,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6554,37.0,3,10.0,2,29,1,3,5.0,1.0,3,1.6081,-0.4537,2.0,2,7,2,0.1052,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6555,27.0,3,5.0,3,37,2,3,6.0,3.0,3,-0.9612,1.8688,2.0,3,8,3,0.1602,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6556,20.0,3,1.0,1,71,1,4,8.0,2.0,4,0.7516,-0.4537,2.0,3,6,3,0.2936,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6557,35.0,3,11.0,1,55,1,2,4.0,2.0,3,0.7516,-0.4537,2.0,4,7,2,0.1724,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6558,28.0,4,6.0,2,48,1,4,6.0,2.0,2,0.7516,0.7075,2.0,4,5,1,0.0826,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6559,30.0,4,6.0,4,62,2,4,9.0,1.0,3,-0.1048,0.7075,1.895976122042892,2,5,5,0.0174,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6560,49.0,1,18.0,3,72,2,3,4.0,2.0,4,0.7516,-0.4537,2.0,2,8,3,0.0608,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6561,49.0,4,17.0,3,23,1,3,8.0,1.0,2,0.7516,-0.4537,1.0,3,7,4,0.4357,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6562,48.0,4,15.0,2,39,1,1,5.0,1.0,3,0.0026529002824244937,-0.4537,2.0,3,7,4,0.0393,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
6563,37.0,4,13.0,1,51,0,1,8.0,4.0,3,0.0026529002824244937,-0.4537,1.0,2,7,3,0.1319,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6564,51.0,5,28.0,2,20,1,4,6.0,3.0,3,-0.1048,1.8688,2.0,4,7,4,0.1283,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6565,45.0,4,12.993658343242172,1,56,1,2,8.0,2.0,3,0.0026529002824244937,-0.4537,2.0,3,8,5,0.2441,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6566,31.0,3,6.0,1,27,1,1,4.0,2.0,3,-0.9612,0.7075,2.0,4,7,4,0.1799,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6567,43.0,3,20.0,2,51,2,3,5.0,4.0,3,0.0026529002824244937,0.7075,1.895976122042892,5,5,2,0.1831,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6568,25.0,4,6.0,4,33,2,3,6.0,3.0,4,0.0026529002824244937,-0.4537,1.895976122042892,4,5,3,0.1429,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6569,56.0,4,34.0,2,36,0,3,8.0,3.0,3,-0.1048,0.7075,2.0,3,6,3,0.1113,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6570,54.0,4,23.0,3,39,0,3,6.0,2.0,4,-1.8176,-0.4537,2.0,3,8,3,0.6198,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6571,60.0,3,33.0,2,24,1,2,9.0,3.0,3,-0.1048,0.7075,2.0,3,8,4,0.1746,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6572,46.0,5,12.870201820340325,2,39,0,1,6.0,1.0,3,-0.9612,0.7075,2.0,2,7,5,0.1217,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6573,62.0,3,26.0,1,60,1,5,4.0,1.0,3,0.0026529002824244937,0.7075,1.0,2,9,2,0.1285,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6574,22.0,3,3.0,3,56,0,2,3.0,3.0,3,0.7516,-0.4537,2.0,1,8,3,0.157,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6575,37.0,4,15.0,1,64,1,3,6.0,2.0,3,-0.1048,-0.4537,2.0,2,7,4,0.1906,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6576,26.0,4,4.0,2,34,0,3,7.0,1.0,4,-0.9612,-0.4537,2.0,2,7,3,0.0989,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6577,26.0,4,4.0,1,22,1,1,8.0,3.0,3,-0.9612,0.7075,2.0,3,9,2,0.0599,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6578,27.0,4,3.0,3,20,2,2,7.0,4.0,3,0.7516,-0.4537,2.0,1,7,3,0.3262,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6579,21.0,3,2.0,2,33,0,4,9.0,3.0,5,-0.9612,-2.7762,2.0,2,7,3,0.05,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6580,41.0,3,10.0,1,39,1,3,5.0,2.0,3,-0.9612,-0.4537,2.0,3,8,5,0.78,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6581,42.0,2,8.0,3,62,0,1,5.0,4.0,3,-1.8176,0.7075,2.0,4,8,4,0.2869,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6582,24.0,4,5.0,1,44,1,4,7.0,3.0,5,0.7516,0.7075,1.0,3,8,4,0.251,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6583,24.9811320754717,4,3.0,3,20,1,3,6.0,4.0,2,-0.1048,1.8688,2.0,3,8,5,0.0959,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6584,47.0,4,10.0,1,32,1,4,10.0,2.0,3,0.7516,-0.4537,3.0,4,5,3,0.0525,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6585,45.0,3,7.0,3,44,1,2,5.0,2.0,3,0.7516,-0.4537,2.0,3,6,3,0.1745,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6586,64.0,5,33.0,2,66,2,2,6.0,3.0,3,0.7516,0.7075,2.0,3,6,3,0.578,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6587,22.0,3,3.0,3,44,0,3,4.0,2.0,3,-0.1048,0.7075,1.0,2,7,4,0.2764,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6588,52.0,4,28.0,4,30,0,4,6.0,4.0,3,-1.8176,-0.4537,1.0,3,8,3,0.6987,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6589,21.0,2,2.0,2,67,1,2,6.0,3.0,4,-0.1048,0.7075,3.0,2,7,3,0.9049,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6590,64.0,4,12.870201820340325,2,71,1,2,6.0,2.0,3,0.7516,0.7075,2.0,2,5,3,0.2492,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6591,64.0,1,40.0,1,51,1,1,5.0,3.0,3,0.7516,-0.4537,2.0,2,8,4,0.0212,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6592,25.0,5,6.0,4,38,0,5,5.0,4.0,2,-0.1048,-0.4537,2.0,2,5,2,0.1912,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6593,21.0,1,2.0,2,23,2,3,10.0,3.0,3,-1.8176,0.7075,2.0,5,5,3,0.1485,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6594,28.0,3,6.0,2,31,1,5,8.0,2.0,3,-0.1048,0.7075,2.0,4,8,4,0.0098,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6595,19.0,3,0.0,0,52,2,4,9.0,4.0,1,0.7516,0.7075,2.0,4,8,3,0.0678,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6596,26.0,1,2.0,2,50,1,3,10.0,2.0,3,-0.1048,0.7075,1.895976122042892,4,7,4,0.0268,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6597,43.0,3,12.0,4,60,0,3,4.0,2.0,3,0.7516,-0.4537,2.0,2,7,3,0.1374,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6598,24.0,3,5.0,2,44,0,3,6.0,1.0,4,0.0026529002824244937,1.8688,1.0,3,7,3,0.02,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6599,45.0,4,16.0,2,28,1,3,5.0,3.0,3,1.6081,-0.4537,2.0,2,7,3,0.2209,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6600,53.0,4,20.0,3,72,1,1,6.0,2.0,3,0.7516,0.7075,2.0,4,7,3,0.0356,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6601,29.0,4,5.0,4,39,0,2,9.0,3.0,4,-0.9612,0.7075,3.0,3,8,3,0.1094,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6602,51.0,3,16.0,2,73,0,4,4.0,1.0,3,1.6081,-0.4537,2.0,3,8,3,0.1052,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6603,24.0,5,5.0,3,35,1,3,4.0,2.0,3,-1.8176,0.7075,2.0,2,8,4,0.2831,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6604,30.0,4,8.0,1,53,0,5,4.0,3.0,2,1.6081,-1.615,2.0,2,5,4,0.9391,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6605,25.0,3,6.0,2,39,2,5,1.0,1.0,5,0.7516,0.7075,2.0,3,5,3,0.1924,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6606,19.0,3,0.0,0,40,1,3,5.0,2.0,4,0.7516,0.7075,2.0,3,6,4,0.4894,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
6607,26.0,3,3.0,1,32,0,5,8.0,2.0,4,-0.9612,0.7075,1.895976122042892,2,6,3,0.2949,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6608,65.0,4,29.0,3,59,1,2,6.0,3.0,4,-0.1048,0.7075,1.0,3,9,4,0.2159,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6609,27.0,3,3.0,1,48,1,2,8.0,3.0,3,-0.9612,-0.4537,2.0,3,8,3,0.2961,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6610,21.0,4,2.0,1,28,1,2,8.0,3.0,3,0.0026529002824244937,0.7075,3.0,1,7,4,0.0604,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
